Time period,Counterparty,Buy,Sell,Size
1746,Billy the Beta Miner,,,48
1747,Billy the Beta Miner,,,51
1748,Billy the Beta Miner,,,48
1749,Billy the Beta Miner,,,48
1750,Billy the Beta Miner,,1,48
1751,Billy the Beta Miner,,,49
1752,Billy the Beta Miner,,1,50
1753,Billy the Beta Miner,,1,52
1754,Billy the Beta Miner,,,49
1755,Billy the Beta Miner,,,52
1756,Billy the Beta Miner,,,48
1757,Billy the Beta Miner,,1,50
1758,Billy the Beta Miner,,,52
1759,Billy the Beta Miner,,,51
1760,Billy the Beta Miner,,1,49
1761,Billy the Beta Miner,,,49
1762,Billy the Beta Miner,,,52
1763,Billy the Beta Miner,,,48
1764,Billy the Beta Miner,,,51
1765,Billy the Beta Miner,,,52
1766,Billy the Beta Miner,,1,51
1767,Billy the Beta Miner,,,51
1768,Billy the Beta Miner,,,48
1769,Billy the Beta Miner,,,49
1770,Billy the Beta Miner,,,52
1771,Billy the Beta Miner,,,48
1772,Billy the Beta Miner,,,49
1773,Billy the Beta Miner,,,52
1774,Billy the Beta Miner,,,49
1775,Billy the Beta Miner,,,49
1776,Billy the Beta Miner,,,51
1777,Billy the Beta Miner,,,49
1778,Billy the Beta Miner,,,49
1779,Billy the Beta Miner,,1,49
1780,Billy the Beta Miner,,,51
1781,Billy the Beta Miner,,1,52
1782,Billy the Beta Miner,,,52
1783,Billy the Beta Miner,,,51
1784,Billy the Beta Miner,,,52
1785,Billy the Beta Miner,,,49
1786,Billy the Beta Miner,,,48
1787,Billy the Beta Miner,,,52
1788,Billy the Beta Miner,,,50
1789,Billy the Beta Miner,,1,52
1790,Billy the Beta Miner,,,52
1791,Billy the Beta Miner,,,48
1792,Billy the Beta Miner,,,49
1793,Billy the Beta Miner,,,50
1794,Billy the Beta Miner,,,49
1795,Billy the Beta Miner,,1,52
1796,Billy the Beta Miner,,,48
1797,Billy the Beta Miner,,,50
1798,Billy the Beta Miner,,,49
1799,Billy the Beta Miner,,,48
1800,Billy the Beta Miner,,,50
1801,Billy the Beta Miner,,,51
1802,Billy the Beta Miner,,,50
1803,Billy the Beta Miner,,,50
1804,Billy the Beta Miner,,,48
1805,Billy the Beta Miner,,1,51
1806,Billy the Beta Miner,,,51
1807,Billy the Beta Miner,,,49
1808,Billy the Beta Miner,,,50
1809,Billy the Beta Miner,,,52
1810,Billy the Beta Miner,,,52
1811,Billy the Beta Miner,,,51
1812,Billy the Beta Miner,,1,49
1813,Billy the Beta Miner,,,48
1814,Billy the Beta Miner,,,51
1815,Billy the Beta Miner,,,51
1816,Billy the Beta Miner,,1,51
1817,Billy the Beta Miner,,,50
1818,Billy the Beta Miner,,1,52
1819,Billy the Beta Miner,,1,48
1820,Billy the Beta Miner,,1,50
1821,Billy the Beta Miner,,,51
1822,Billy the Beta Miner,,,50
1823,Billy the Beta Miner,,,49
1824,Billy the Beta Miner,,,48
1825,Billy the Beta Miner,,1,49
1826,Billy the Beta Miner,,,52
1827,Billy the Beta Miner,,,48
1828,Billy the Beta Miner,,1,50
1829,Billy the Beta Miner,,,50
1830,Billy the Beta Miner,,,48
1831,Billy the Beta Miner,,1,48
1832,Billy the Beta Miner,,1,50
1833,Billy the Beta Miner,,,48
1834,Billy the Beta Miner,,1,52
1835,Billy the Beta Miner,,,48
1836,Billy the Beta Miner,,,48
1837,Billy the Beta Miner,,,51
1838,Billy the Beta Miner,,,52
1839,Billy the Beta Miner,,,49
1840,Billy the Beta Miner,,1,50
1841,Billy the Beta Miner,,1,48
1842,Billy the Beta Miner,,,52
1843,Billy the Beta Miner,,1,50
1844,Billy the Beta Miner,,,50
1845,Billy the Beta Miner,,,52
1846,Billy the Beta Miner,,,50
1847,Billy the Beta Miner,,,50
1848,Billy the Beta Miner,,,51
1849,Billy the Beta Miner,,,49
1850,Billy the Beta Miner,,,52
1851,Billy the Beta Miner,,1,50
1852,Billy the Beta Miner,,,52
1853,Billy the Beta Miner,,,48
1854,Billy the Beta Miner,,,48
1855,Billy the Beta Miner,,,49
1856,Billy the Beta Miner,,,48
1857,Billy the Beta Miner,,,48
1858,Billy the Beta Miner,,,52
1859,Billy the Beta Miner,,1,49
1860,Billy the Beta Miner,,,49
1861,Billy the Beta Miner,,1,51
1862,Billy the Beta Miner,,1,49
1863,Billy the Beta Miner,,,52
1864,Billy the Beta Miner,,1,52
1865,Billy the Beta Miner,,1,51
1866,Billy the Beta Miner,,1,51
1867,Billy the Beta Miner,,1,48
1868,Billy the Beta Miner,,,51
1869,Billy the Beta Miner,,1,50
1870,Billy the Beta Miner,,,50
1871,Billy the Beta Miner,,,50
1872,Billy the Beta Miner,,,50
1873,Billy the Beta Miner,,,51
1874,Billy the Beta Miner,,,52
1875,Billy the Beta Miner,,1,49
1876,Billy the Beta Miner,,1,49
1877,Billy the Beta Miner,,,48
1878,Billy the Beta Miner,,,50
1879,Billy the Beta Miner,,,49
1880,Billy the Beta Miner,,,52
1881,Billy the Beta Miner,,1,49
1882,Billy the Beta Miner,,,51
1883,Billy the Beta Miner,,,50
1884,Billy the Beta Miner,,,51
1885,Billy the Beta Miner,,,48
1886,Billy the Beta Miner,,,49
1887,Billy the Beta Miner,,,48
1888,Billy the Beta Miner,,1,50
1889,Billy the Beta Miner,,1,50
1890,Billy the Beta Miner,,1,50
1891,Billy the Beta Miner,,,49
1892,Billy the Beta Miner,,1,49
1893,Billy the Beta Miner,,,52
1894,Billy the Beta Miner,,,51
1895,Billy the Beta Miner,,,52
1896,Billy the Beta Miner,,,48
1897,Billy the Beta Miner,,,51
1898,Billy the Beta Miner,,,48
1899,Billy the Beta Miner,,,49
1900,Billy the Beta Miner,,,48
1901,Billy the Beta Miner,,1,50
1902,Billy the Beta Miner,,,50
1903,Billy the Beta Miner,,1,51
1904,Billy the Beta Miner,,,51
1905,Billy the Beta Miner,,,51
1906,Billy the Beta Miner,,1,48
1907,Billy the Beta Miner,,,50
1908,Billy the Beta Miner,,,51
1909,Billy the Beta Miner,,1,49
1910,Billy the Beta Miner,,1,50
1911,Billy the Beta Miner,,1,49
1912,Billy the Beta Miner,,,52
1913,Billy the Beta Miner,,1,51
1914,Billy the Beta Miner,,,50
1915,Billy the Beta Miner,,,52
1916,Billy the Beta Miner,,,49
1917,Billy the Beta Miner,,1,50
1918,Billy the Beta Miner,,,48
1919,Billy the Beta Miner,,,49
1920,Billy the Beta Miner,,,50
1921,Billy the Beta Miner,,,52
1922,Billy the Beta Miner,,,49
1923,Billy the Beta Miner,,,51
1924,Billy the Beta Miner,,,51
1925,Billy the Beta Miner,,,50
1926,Billy the Beta Miner,,,48
1927,Billy the Beta Miner,,,50
1928,Billy the Beta Miner,,,49
1929,Billy the Beta Miner,,,48
1930,Billy the Beta Miner,,,48
1931,Billy the Beta Miner,,,50
1932,Billy the Beta Miner,,1,48
1933,Billy the Beta Miner,,,50
1934,Billy the Beta Miner,,,49
1935,Billy the Beta Miner,,1,48
1936,Billy the Beta Miner,,,50
1937,Billy the Beta Miner,,1,51
1938,Billy the Beta Miner,,,51
1939,Billy the Beta Miner,,1,51
1940,Billy the Beta Miner,,1,49
1941,Billy the Beta Miner,,,48
1942,Billy the Beta Miner,,,51
1943,Billy the Beta Miner,,,51
1944,Billy the Beta Miner,,1,52
1945,Billy the Beta Miner,,,49
1946,Billy the Beta Miner,,,50
1947,Billy the Beta Miner,,,48
1948,Billy the Beta Miner,,,48
1949,Billy the Beta Miner,,,50
1950,Billy the Beta Miner,,1,50
1951,Billy the Beta Miner,,,48
1952,Billy the Beta Miner,,1,49
1953,Billy the Beta Miner,,,48
1954,Billy the Beta Miner,,,52
1955,Billy the Beta Miner,,1,48
1956,Billy the Beta Miner,,,52
1957,Billy the Beta Miner,,,51
1958,Billy the Beta Miner,,1,48
1959,Billy the Beta Miner,,,49
1960,Billy the Beta Miner,,1,51
1961,Billy the Beta Miner,,,48
1962,Billy the Beta Miner,,,51
1963,Billy the Beta Miner,,,48
1964,Billy the Beta Miner,,,52
1965,Billy the Beta Miner,,,51
1966,Billy the Beta Miner,,,51
1967,Billy the Beta Miner,,,49
1968,Billy the Beta Miner,,,52
1969,Billy the Beta Miner,,,52
1970,Billy the Beta Miner,,1,51
1971,Billy the Beta Miner,,,48
1972,Billy the Beta Miner,,,48
1973,Billy the Beta Miner,,,51
1974,Billy the Beta Miner,,,52
1975,Billy the Beta Miner,,1,51
1976,Billy the Beta Miner,,,52
1977,Billy the Beta Miner,,,50
1978,Billy the Beta Miner,,,52
1979,Billy the Beta Miner,,,50
1980,Billy the Beta Miner,,,49
1981,Billy the Beta Miner,,1,52
1982,Billy the Beta Miner,,1,52
1983,Billy the Beta Miner,,1,49
1984,Billy the Beta Miner,,,51
1985,Billy the Beta Miner,,,50
1986,Billy the Beta Miner,,,48
1987,Billy the Beta Miner,,,52
1988,Billy the Beta Miner,,,49
1989,Billy the Beta Miner,,,50
1990,Billy the Beta Miner,,,48
1991,Billy the Beta Miner,,,50
1992,Billy the Beta Miner,,1,52
1993,Billy the Beta Miner,,1,49
1994,Billy the Beta Miner,,,48
1995,Billy the Beta Miner,,,51
1996,Billy the Beta Miner,,,48
1997,Billy the Beta Miner,,1,50
1998,Billy the Beta Miner,,,50
1999,Billy the Beta Miner,,,49
2000,Billy the Beta Miner,,,51
2001,Billy the Beta Miner,,1,50
2002,Billy the Beta Miner,,,51
2003,Billy the Beta Miner,,,51
2004,Billy the Beta Miner,,,50
2005,Billy the Beta Miner,,1,48
2006,Billy the Beta Miner,,,52
2007,Billy the Beta Miner,,1,51
2008,Billy the Beta Miner,,,52
2009,Billy the Beta Miner,,,51
2010,Billy the Beta Miner,,,52
2011,Billy the Beta Miner,,,52
2012,Billy the Beta Miner,,,49
2013,Billy the Beta Miner,,,48
2014,Billy the Beta Miner,,,49
2015,Billy the Beta Miner,,1,52
2016,Billy the Beta Miner,,,48
2017,Billy the Beta Miner,,,51
2018,Billy the Beta Miner,,,51
2019,Billy the Beta Miner,,,51
2020,Billy the Beta Miner,,1,51
2021,Billy the Beta Miner,,,49
2022,Billy the Beta Miner,,,52
2023,Billy the Beta Miner,,,49
2024,Billy the Beta Miner,,,48
2025,Billy the Beta Miner,,1,48
2026,Billy the Beta Miner,,1,52
2027,Billy the Beta Miner,,,52
2028,Billy the Beta Miner,,,52
2029,Billy the Beta Miner,,,51
2030,Billy the Beta Miner,,1,51
2031,Billy the Beta Miner,,,48
2032,Billy the Beta Miner,,1,48
2033,Billy the Beta Miner,,1,52
2034,Billy the Beta Miner,,,48
2035,Billy the Beta Miner,,,48
2036,Billy the Beta Miner,,,48
2037,Billy the Beta Miner,,,50
2038,Billy the Beta Miner,,,51
2039,Billy the Beta Miner,,1,48
2040,Billy the Beta Miner,,,51
2041,Billy the Beta Miner,,,52
2042,Billy the Beta Miner,,,48
2043,Billy the Beta Miner,,,51
2044,Billy the Beta Miner,,1,52
2045,Billy the Beta Miner,,1,51
2046,Billy the Beta Miner,,,49
2047,Billy the Beta Miner,,1,51
2048,Billy the Beta Miner,,,51
2049,Billy the Beta Miner,,,49
2050,Billy the Beta Miner,,,52
2051,Billy the Beta Miner,,1,50
2052,Billy the Beta Miner,,,50
2053,Billy the Beta Miner,,,48
2054,Billy the Beta Miner,,,49
2055,Billy the Beta Miner,,,49
2056,Billy the Beta Miner,,1,51
2057,Billy the Beta Miner,,,52
2058,Billy the Beta Miner,,,48
2059,Billy the Beta Miner,,,51
2060,Billy the Beta Miner,,,50
2061,Billy the Beta Miner,,,50
2062,Billy the Beta Miner,,1,49
2063,Billy the Beta Miner,,,49
2064,Billy the Beta Miner,,,52
2065,Billy the Beta Miner,,,52
2066,Billy the Beta Miner,,1,49
2067,Billy the Beta Miner,,,51
2068,Billy the Beta Miner,,,52
2069,Billy the Beta Miner,,,51
2070,Billy the Beta Miner,,,50
2071,Billy the Beta Miner,,,49
2072,Billy the Beta Miner,,1,49
2073,Billy the Beta Miner,,1,51
2074,Billy the Beta Miner,,1,52
2075,Billy the Beta Miner,,1,50
2076,Billy the Beta Miner,,,50
2077,Billy the Beta Miner,,,49
2078,Billy the Beta Miner,,,49
2079,Billy the Beta Miner,,,52
2080,Billy the Beta Miner,,,51
2081,Billy the Beta Miner,,,52
2082,Billy the Beta Miner,,,48
2083,Billy the Beta Miner,,1,49
2084,Billy the Beta Miner,,,49
2085,Billy the Beta Miner,,,48
2086,Billy the Beta Miner,,,52
2087,Billy the Beta Miner,,1,52
2088,Billy the Beta Miner,,1,50
2089,Billy the Beta Miner,,,48
2090,Billy the Beta Miner,,,48
2091,Billy the Beta Miner,,,52
2092,Billy the Beta Miner,,,49
2093,Billy the Beta Miner,,1,51
2094,Billy the Beta Miner,,,48
2095,Billy the Beta Miner,,,49
2096,Billy the Beta Miner,,,52
2097,Billy the Beta Miner,,,48
2098,Billy the Beta Miner,,,52
2099,Billy the Beta Miner,,,48
2100,Billy the Beta Miner,,,52
2101,Billy the Beta Miner,,,50
2102,Billy the Beta Miner,,1,52
2103,Billy the Beta Miner,,,51
2104,Billy the Beta Miner,,,48
2105,Billy the Beta Miner,,,51
2106,Billy the Beta Miner,,,52
2107,Billy the Beta Miner,,1,51
2108,Billy the Beta Miner,,,49
2109,Billy the Beta Miner,,,51
2110,Billy the Beta Miner,,,49
2111,Billy the Beta Miner,,,51
2112,Billy the Beta Miner,,1,52
2113,Billy the Beta Miner,,,50
2114,Billy the Beta Miner,,,48
2115,Billy the Beta Miner,,,49
2116,Billy the Beta Miner,,1,51
2117,Billy the Beta Miner,,1,49
2118,Billy the Beta Miner,,1,51
2119,Billy the Beta Miner,,1,52
2120,Billy the Beta Miner,,1,49
2121,Billy the Beta Miner,,,51
2122,Billy the Beta Miner,,1,52
2123,Billy the Beta Miner,,,52
2124,Billy the Beta Miner,,,48
2125,Billy the Beta Miner,,,51
2126,Billy the Beta Miner,,,48
2127,Billy the Beta Miner,,,48
2128,Billy the Beta Miner,,,48
2129,Billy the Beta Miner,,,51
2130,Billy the Beta Miner,,1,50
2131,Billy the Beta Miner,,,51
2132,Billy the Beta Miner,,,49
2133,Billy the Beta Miner,,,49
2134,Billy the Beta Miner,,,50
2135,Billy the Beta Miner,,,52
2136,Billy the Beta Miner,,,50
2137,Billy the Beta Miner,,,51
2138,Billy the Beta Miner,,,49
2139,Billy the Beta Miner,,,50
2140,Billy the Beta Miner,,1,52
2141,Billy the Beta Miner,,,50
2142,Billy the Beta Miner,,1,48
2143,Billy the Beta Miner,,1,48
2144,Billy the Beta Miner,,,50
2145,Billy the Beta Miner,,,52
2146,Billy the Beta Miner,,,50
2147,Billy the Beta Miner,,,52
2148,Billy the Beta Miner,,,50
2149,Billy the Beta Miner,,1,51
2150,Billy the Beta Miner,,,52
2151,Billy the Beta Miner,,1,48
2152,Billy the Beta Miner,,,50
2153,Billy the Beta Miner,,,50
2154,Billy the Beta Miner,,,48
2155,Billy the Beta Miner,,,49
2156,Billy the Beta Miner,,,50
2157,Billy the Beta Miner,,1,50
2158,Billy the Beta Miner,,,50
2159,Billy the Beta Miner,,,52
2160,Billy the Beta Miner,,,52
2161,Billy the Beta Miner,,,51
2162,Billy the Beta Miner,,,48
2163,Billy the Beta Miner,,,50
2164,Billy the Beta Miner,,1,48
2165,Billy the Beta Miner,,,48
2166,Billy the Beta Miner,,,52
2167,Billy the Beta Miner,,,49
2168,Billy the Beta Miner,,,50
2169,Billy the Beta Miner,,,52
2170,Billy the Beta Miner,,,51
2171,Billy the Beta Miner,,1,49
2172,Billy the Beta Miner,,,50
2173,Billy the Beta Miner,,,51
2174,Billy the Beta Miner,,,48
2175,Billy the Beta Miner,,,48
2176,Billy the Beta Miner,,1,50
2177,Billy the Beta Miner,,,49
2178,Billy the Beta Miner,,,52
2179,Billy the Beta Miner,,1,50
2180,Billy the Beta Miner,,,49
2181,Billy the Beta Miner,,,52
2182,Billy the Beta Miner,,,51
2183,Billy the Beta Miner,,,49
2184,Billy the Beta Miner,,,50
2185,Billy the Beta Miner,,1,48
2186,Billy the Beta Miner,,,52
2187,Billy the Beta Miner,,,49
2188,Billy the Beta Miner,,1,48
2189,Billy the Beta Miner,,,50
2190,Billy the Beta Miner,,1,52
2191,Billy the Beta Miner,,,52
2192,Billy the Beta Miner,,,51
2193,Billy the Beta Miner,,,48
2194,Billy the Beta Miner,,,52
2195,Billy the Beta Miner,,,49
2196,Billy the Beta Miner,,,49
2197,Billy the Beta Miner,,1,49
2198,Billy the Beta Miner,,,50
2199,Billy the Beta Miner,,,50
2200,Billy the Beta Miner,,,49
2201,Billy the Beta Miner,,,51
2202,Billy the Beta Miner,,,50
2203,Billy the Beta Miner,,1,48
2204,Billy the Beta Miner,,,49
2205,Billy the Beta Miner,,,48
2206,Billy the Beta Miner,,,52
2207,Billy the Beta Miner,,,49
2208,Billy the Beta Miner,,,51
2209,Billy the Beta Miner,,,49
2210,Billy the Beta Miner,,1,50
2211,Billy the Beta Miner,,,52
2212,Billy the Beta Miner,,,48
2213,Billy the Beta Miner,,,49
2214,Billy the Beta Miner,,,52
2215,Billy the Beta Miner,,,52
2216,Billy the Beta Miner,,,48
2217,Billy the Beta Miner,,,50
2218,Billy the Beta Miner,,,51
2219,Billy the Beta Miner,,,51
2220,Billy the Beta Miner,,,51
2221,Billy the Beta Miner,,1,50
2222,Billy the Beta Miner,,1,49
2223,Billy the Beta Miner,,,51
2224,Billy the Beta Miner,,,51
2225,Billy the Beta Miner,,,50
2226,Billy the Beta Miner,,,50
2227,Billy the Beta Miner,,1,51
2228,Billy the Beta Miner,,,52
2229,Billy the Beta Miner,,,52
2230,Billy the Beta Miner,,,48
2231,Billy the Beta Miner,,,51
2232,Billy the Beta Miner,,1,49
2233,Billy the Beta Miner,,,50
2234,Billy the Beta Miner,,,48
2235,Billy the Beta Miner,,,48
2236,Billy the Beta Miner,,1,48
2237,Billy the Beta Miner,,,51
2238,Billy the Beta Miner,,,49
2239,Billy the Beta Miner,,,48
2240,Billy the Beta Miner,,,50
2241,Billy the Beta Miner,,1,51
2242,Billy the Beta Miner,,,52
2243,Billy the Beta Miner,,1,48
2244,Billy the Beta Miner,,,51
2245,Billy the Beta Miner,,,51
2246,Billy the Beta Miner,,,52
2247,Billy the Beta Miner,,,49
2248,Billy the Beta Miner,,,49
2249,Billy the Beta Miner,,,50
2250,Billy the Beta Miner,,1,50
2251,Billy the Beta Miner,,,49
2252,Billy the Beta Miner,,,49
2253,Billy the Beta Miner,,,49
2254,Billy the Beta Miner,,,49
2255,Billy the Beta Miner,,,48
2256,Billy the Beta Miner,,,52
2257,Billy the Beta Miner,,,49
2258,Billy the Beta Miner,,,52
2259,Billy the Beta Miner,,,52
2260,Billy the Beta Miner,,,51
2261,Billy the Beta Miner,,,51
2262,Billy the Beta Miner,,,52
2263,Billy the Beta Miner,,1,52
2264,Billy the Beta Miner,,,52
2265,Billy the Beta Miner,,,52
2266,Billy the Beta Miner,,,49
2267,Billy the Beta Miner,,,49
2268,Billy the Beta Miner,,1,49
2269,Billy the Beta Miner,,1,52
2270,Billy the Beta Miner,,1,52
2271,Billy the Beta Miner,,,51
2272,Billy the Beta Miner,,1,48
2273,Billy the Beta Miner,,1,50
2274,Billy the Beta Miner,,,52
2275,Billy the Beta Miner,,,49
2276,Billy the Beta Miner,,1,49
2277,Billy the Beta Miner,,1,52
2278,Billy the Beta Miner,,,49
2279,Billy the Beta Miner,,,49
2280,Billy the Beta Miner,,,48
2281,Billy the Beta Miner,,,49
2282,Billy the Beta Miner,,,50
2283,Billy the Beta Miner,,1,51
2284,Billy the Beta Miner,,1,50
2285,Billy the Beta Miner,,,50
2286,Billy the Beta Miner,,,50
2287,Billy the Beta Miner,,,49
2288,Billy the Beta Miner,,1,48
2289,Billy the Beta Miner,,,51
2290,Billy the Beta Miner,,,48
2291,Billy the Beta Miner,,,48
2292,Billy the Beta Miner,,1,51
2293,Billy the Beta Miner,,1,52
2294,Billy the Beta Miner,,,49
2295,Billy the Beta Miner,,,49
2296,Billy the Beta Miner,,,50
2297,Billy the Beta Miner,,,48
2298,Billy the Beta Miner,,,50
2299,Billy the Beta Miner,,,52
2300,Billy the Beta Miner,,,50
2301,Billy the Beta Miner,,,49
2302,Billy the Beta Miner,,,49
2303,Billy the Beta Miner,,,51
2304,Billy the Beta Miner,,,51
2305,Billy the Beta Miner,,1,50
2306,Billy the Beta Miner,,1,48
2307,Billy the Beta Miner,,,48
2308,Billy the Beta Miner,,,51
2309,Billy the Beta Miner,,1,52
2310,Billy the Beta Miner,,,49
2311,Billy the Beta Miner,,,48
2312,Billy the Beta Miner,,,52
2313,Billy the Beta Miner,,,50
2314,Billy the Beta Miner,,,48
2315,Billy the Beta Miner,,,49
2316,Billy the Beta Miner,,,50
2317,Billy the Beta Miner,,1,48
2318,Billy the Beta Miner,,,48
2319,Billy the Beta Miner,,,50
2320,Billy the Beta Miner,,1,51
2321,Billy the Beta Miner,,,52
2322,Billy the Beta Miner,,,51
2323,Billy the Beta Miner,,,52
2324,Billy the Beta Miner,,,48
2325,Billy the Beta Miner,,,52
2326,Billy the Beta Miner,,,50
2327,Billy the Beta Miner,,,49
2328,Billy the Beta Miner,,,48
2329,Billy the Beta Miner,,,49
2330,Billy the Beta Miner,,,49
2331,Billy the Beta Miner,,,49
2332,Billy the Beta Miner,,1,48
2333,Billy the Beta Miner,,,48
2334,Billy the Beta Miner,,,51
2335,Billy the Beta Miner,,,49
2336,Billy the Beta Miner,,,50
2337,Billy the Beta Miner,,,49
2338,Billy the Beta Miner,,1,52
2339,Billy the Beta Miner,,,49
2340,Billy the Beta Miner,,,50
2341,Billy the Beta Miner,,,48
2342,Billy the Beta Miner,,1,51
2343,Billy the Beta Miner,,1,51
2344,Billy the Beta Miner,,,50
2345,Billy the Beta Miner,,,51
2346,Billy the Beta Miner,,,49
2347,Billy the Beta Miner,,,49
2348,Billy the Beta Miner,,,49
2349,Billy the Beta Miner,,,51
2350,Billy the Beta Miner,,,51
2351,Billy the Beta Miner,,1,52
2352,Billy the Beta Miner,,,49
2353,Billy the Beta Miner,,,52
2354,Billy the Beta Miner,,,48
2355,Billy the Beta Miner,,,51
2356,Billy the Beta Miner,,1,49
2357,Billy the Beta Miner,,1,50
2358,Billy the Beta Miner,,,51
2359,Billy the Beta Miner,,,50
2360,Billy the Beta Miner,,,49
2361,Billy the Beta Miner,,,52
2362,Billy the Beta Miner,,,51
2363,Billy the Beta Miner,,1,49
2364,Billy the Beta Miner,,,51
2365,Billy the Beta Miner,,,48
2366,Billy the Beta Miner,,,52
2367,Billy the Beta Miner,,,52
2368,Billy the Beta Miner,,1,49
2369,Billy the Beta Miner,,,51
2370,Billy the Beta Miner,,,48
2371,Billy the Beta Miner,,,52
2372,Billy the Beta Miner,,,48
2373,Billy the Beta Miner,,,49
2374,Billy the Beta Miner,,1,52
2375,Billy the Beta Miner,,,48
15,Alpha Fund Stars,1,,53
60,Alpha Fund Stars,,1,44
63,Alpha Fund Stars,,1,48
65,Alpha Fund Stars,1,,44
65,Alpha Fund Stars,1,,56
125,Alpha Fund Stars,,1,59
125,Alpha Fund Stars,,1,55
170,Alpha Fund Stars,1,,27
170,Alpha Fund Stars,1,,48
320,Alpha Fund Stars,,1,28
320,Alpha Fund Stars,,1,56
321,Alpha Fund Stars,1,,43
322,Alpha Fund Stars,,1,48
323,Alpha Fund Stars,1,,48
323,Alpha Fund Stars,1,,47
663,Alpha Fund Stars,1,,48
674,Alpha Fund Stars,1,,49
674,Alpha Fund Stars,1,,21
816,Alpha Fund Stars,,1,45
817,Alpha Fund Stars,1,,33
828,Alpha Fund Stars,,1,44
830,Alpha Fund Stars,,1,41
830,Alpha Fund Stars,,1,48
835,Alpha Fund Stars,1,,21
843,Alpha Fund Stars,,1,31
848,Alpha Fund Stars,1,,47
855,Alpha Fund Stars,,1,23
866,Alpha Fund Stars,,1,59
866,Alpha Fund Stars,,1,36
867,Alpha Fund Stars,1,,42
869,Alpha Fund Stars,1,,54
869,Alpha Fund Stars,1,,49
1067,Alpha Fund Stars,1,,53
1067,Alpha Fund Stars,1,,56
1497,Alpha Fund Stars,,1,59
1598,Alpha Fund Stars,,1,46
1598,Alpha Fund Stars,,1,44
1976,Alpha Fund Stars,,1,37
1976,Alpha Fund Stars,,1,54
2092,Alpha Fund Stars,1,,58
